recordid,<fullpath>,<realpath>,<pageno>,<createdate>,城市,房源,小区,租金,看房人数,房型,面积,朝向,楼层,建立年代,地铁,链接
82,https://bj.lianjia.com/zufang/haidian/pg3rp3/,https://bj.lianjia.com/zufang/haidian/pg3rp3/,2,2017-08-24 14:01:34.0,北京,清缘里中区2居室 01卧,清缘里中区??,2590元/月,0,2室1厅??,9平米??,南,高楼层(共10层),1998年建板楼,,https://bj.lianjia.com/zufang/BJ0002990932.html
83,https://bj.lianjia.com/zufang/haidian/pg3rp3/,https://bj.lianjia.com/zufang/haidian/pg3rp3/,2,2017-08-24 14:01:34.0,北京,大牛坊3居室 01卧,大牛坊??,2730元/月,0,3室1厅??,11平米??,南,高楼层(共15层),,,https://bj.lianjia.com/zufang/BJ0002933477.html
84,https://bj.lianjia.com/zufang/haidian/pg3rp3/,https://bj.lianjia.com/zufang/haidian/pg3rp3/,2,2017-08-24 14:01:34.0,北京,京泉馨苑东里3居室 03卧,京泉馨苑东里??,2660元/月,0,3室1厅??,14平米??,南,中楼层(共4层),2012年建板楼,,https://bj.lianjia.com/zufang/BJ0002960029.html
85,https://bj.lianjia.com/zufang/haidian/pg3rp3/,https://bj.lianjia.com/zufang/haidian/pg3rp3/,2,2017-08-24 14:01:34.0,北京,智学苑3居室 01卧,智学苑??,2690元/月,0,3室1厅??,12平米??,西,低楼层(共24层),2001年建塔楼,距离13号线西二旗站892米,https://bj.lianjia.com/zufang/BJ0002963173.html
86,https://bj.lianjia.com/zufang/haidian/pg3rp3/,https://bj.lianjia.com/zufang/haidian/pg3rp3/,2,2017-08-24 14:01:34.0,北京,二里庄小区4居室 05卧,二里庄小区??,2560元/月,0,4室1厅??,8平米??,东,高楼层(共6层),1992年建板楼,距离15号线北沙滩站1193米,https://bj.lianjia.com/zufang/BJ0002976014.html
87,https://bj.lianjia.com/zufang/haidian/pg3rp3/,https://bj.lianjia.com/zufang/haidian/pg3rp3/,2,2017-08-24 14:01:34.0,北京,圆明园西路3号院2居室 01卧,圆明园西路3号院??,2790元/月,0,2室1厅??,13平米??,南,中楼层(共4层),1968年建板楼,距离16号线农大南路站382米,https://bj.lianjia.com/zufang/BJ0002998424.html
88,https://bj.lianjia.com/zufang/haidian/pg3rp3/,https://bj.lianjia.com/zufang/haidian/pg3rp3/,2,2017-08-24 14:01:34.0,北京,小南庄怡秀园3居室 01卧,小南庄怡秀园??,2990元/月,0,3室1厅??,8平米??,东,中楼层(共6层),1995年建板楼,,https://bj.lianjia.com/zufang/BJ0002998445.html
89,https://bj.lianjia.com/zufang/haidian/pg3rp3/,https://bj.lianjia.com/zufang/haidian/pg3rp3/,2,2017-08-24 14:01:34.0,北京,百旺新城3居室 01卧,百旺新城??,2790元/月,0,3室1厅??,12平米??,南,高楼层(共6层),2004年建板楼,距离16号线西北旺站1051米,https://bj.lianjia.com/zufang/BJ0003000137.html
90,https://bj.lianjia.com/zufang/haidian/pg3rp3/,https://bj.lianjia.com/zufang/haidian/pg3rp3/,2,2017-08-24 14:01:34.0,北京,百旺茉莉园3居室 01卧,百旺茉莉园??,2590元/月,0,3室1厅??,24平米??,南,高楼层(共11层),2005年建板楼,距离16号线西北旺站372米,https://bj.lianjia.com/zufang/BJ0003001177.html
91,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,唐家岭新城2居室 02卧,唐家岭新城??,2560元/月,0,2室1厅??,9平米??,北,高楼层(共19层),2011年建板塔结合,,https://bj.lianjia.com/zufang/BJ0002933003.html
92,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,郦城二区4居室 02卧,郦城二区??,2790元/月,0,4室1厅??,12平米??,北,中楼层(共13层),2004年建板楼,,https://bj.lianjia.com/zufang/BJ0002999894.html
93,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,郦城二区4居室 03卧,郦城二区??,2560元/月,0,4室1厅??,11平米??,北,中楼层(共13层),2004年建板楼,,https://bj.lianjia.com/zufang/BJ0002999895.html
94,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,肖家河新村东区3居室 01卧,肖家河新村东区??,2690元/月,0,3室1厅??,12平米??,南,高楼层(共10层),,距离16号线农大南路站16米,https://bj.lianjia.com/zufang/BJ0002991603.html
95,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,大牛坊4居室 01卧,大牛坊??,2560元/月,0,4室1厅??,12平米??,南,低楼层(共14层),,,https://bj.lianjia.com/zufang/BJ0002986155.html
96,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,永泰园3居室 03卧,永泰园??,2690元/月,0,3室1厅??,13平米??,西,中楼层(共7层),1998年建板楼,距离8号线永泰庄站910米,https://bj.lianjia.com/zufang/BJ0002915757.html
97,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,清缘东里4居室 05卧,清缘东里??,2660元/月,0,4室1厅??,14平米??,南,高楼层(共13层),2005年建板楼,,https://bj.lianjia.com/zufang/BJ0002891663.html
98,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,莱圳家园3居室 03卧,莱圳家园??,2690元/月,0,3室1厅??,17平米??,北,中楼层(共19层),2007年建板楼,距离8号线西小口站601米,https://bj.lianjia.com/zufang/BJ0002995126.html
99,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,当代城市家园3居室 03卧,当代城市家园??,2790元/月,0,3室1厅??,17平米??,南,高楼层(共6层),2001年建板楼,,https://bj.lianjia.com/zufang/BJ0002987133.html
100,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,上地南路14号院3居室 03卧,上地南路14号院??,2790元/月,0,3室1厅??,9平米??,北,高楼层(共6层),2003年建板楼,距离13号线上地站608米,https://bj.lianjia.com/zufang/BJ0002991899.html
101,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,海清园3居室 01卧,海清园??,2760元/月,0,3室1厅??,15平米??,南,低楼层(共18层),2001年建塔楼,,https://bj.lianjia.com/zufang/BJ0002991900.html
102,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,定慧东里3居室 03卧,定慧东里??,2690元/月,4,3室1厅??,12平米??,东,低楼层(共6层),1990年建板楼,,https://bj.lianjia.com/zufang/BJ0002988525.html
103,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,世华龙樾二期4居室 05卧,世华龙樾二期??,2790元/月,1,4室1厅??,14平米??,南,低楼层(共9层),2015年建板楼,距离8号线西小口站110米,https://bj.lianjia.com/zufang/BJ0002984544.html
104,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,三虎桥2居室 02卧,三虎桥??,2830元/月,0,2室1厅??,7平米??,北,低楼层(共6层),1985年建板楼,距离4号线国家图书馆站1159米,https://bj.lianjia.com/zufang/BJ0002997461.html
105,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,世华龙樾3居室 01卧,世华龙樾??,2890元/月,0,3室1厅??,10平米??,南,中楼层(共18层),2013年建板塔结合,距离8号线西小口站299米,https://bj.lianjia.com/zufang/BJ0002979363.html
106,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,京泉馨苑东里3居室 02卧,京泉馨苑东里??,2560元/月,0,3室1厅??,9平米??,南,低楼层(共4层),,,https://bj.lianjia.com/zufang/BJ0002979879.html
107,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,世华龙樾3居室 01卧,世华龙樾??,2690元/月,0,3室1厅??,11平米??,南,高楼层(共18层),2013年建板塔结合,距离8号线西小口站141米,https://bj.lianjia.com/zufang/BJ0002980472.html
108,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,世华龙樾3居室 02卧,世华龙樾??,2660元/月,0,3室2厅??,10平米??,北,低楼层(共18层),2013年建板塔结合,距离8号线西小口站299米,https://bj.lianjia.com/zufang/BJ0002890822.html
109,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,小南庄社区2居室 02卧,小南庄社区??,2990元/月,0,2室1厅??,8平米??,北,高楼层(共6层),1995年建板楼,,https://bj.lianjia.com/zufang/BJ0002985291.html
110,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,信悦华庭4居室 03卧,信悦华庭??,2690元/月,0,4室1厅??,11平米??,南,低楼层(共14层),2010年建板塔结合,距离9号线北京西站站915米,https://bj.lianjia.com/zufang/BJ0002986109.html
111,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,菊园3居室 02卧,菊园??,2590元/月,0,3室1厅??,10平米??,北,低楼层(共6层),1997年建板楼,,https://bj.lianjia.com/zufang/BJ0002986157.html
112,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,上地东里5居室 02卧,上地东里??,2830元/月,0,5室1厅??,16平米??,东,中楼层(共6层),1996年建板楼,距离13号线上地站753米,https://bj.lianjia.com/zufang/BJ0002998789.html
113,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,翠微路十四号3居室 02卧,翠微路十四号??,2590元/月,0,3室1厅??,10平米??,西,高楼层(共6层),1985年建板楼,距离1号线万寿路站943米,https://bj.lianjia.com/zufang/BJ0002993149.html
114,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,福美苑3居室 03卧,福美苑??,2630元/月,0,3室1厅??,11平米??,南,高楼层(共16层),板楼,,https://bj.lianjia.com/zufang/BJ0002999851.html
115,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,上地东里3居室 03卧,上地东里??,2790元/月,0,3室1厅??,13平米??,北,高楼层(共6层),1996年建板楼,距离13号线上地站1033米,https://bj.lianjia.com/zufang/BJ0002988608.html
116,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,天秀花园安和园3居室 01卧,天秀花园安和园??,2590元/月,0,3室1厅??,11平米??,北,高楼层(共6层),2000年建板楼,距离16号线农大南路站1088米,https://bj.lianjia.com/zufang/BJ0002989754.html
117,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,北无宿舍2居室 02卧,北无宿舍??,2960元/月,0,2室1厅??,9平米??,南,高楼层(共6层),1985年建板楼,,https://bj.lianjia.com/zufang/BJ0002990578.html
118,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,上地东里3居室 02卧,上地东里??,2760元/月,0,3室1厅??,9平米??,南,高楼层(共6层),1996年建板楼,距离13号线上地站1033米,https://bj.lianjia.com/zufang/BJ0003001260.html
119,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,百旺新城3居室 01卧,百旺新城??,2530元/月,0,3室1厅??,12平米??,南,高楼层(共6层),2004年建板楼,距离16号线西北旺站878米,https://bj.lianjia.com/zufang/BJ0002965183.html
120,https://bj.lianjia.com/zufang/haidian/pg4rp3/,https://bj.lianjia.com/zufang/haidian/pg4rp3/,3,2017-08-24 14:01:53.0,北京,八宝庄2居室 02卧,八宝庄??,2690元/月,0,2室1厅??,5平米??,北,高楼层(共6层),1990年建板楼,距离10号线西钓鱼台站787米,https://bj.lianjia.com/zufang/BJ0002969405.html
121,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,小南庄社区6居室 06卧,小南庄社区??,2690元/月,3,6室1厅??,9平米??,北,高楼层(共18层),1998年建塔楼,距离10号线苏州街站828米,https://bj.lianjia.com/zufang/BJ0002949412.html
122,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,北洼西里3居室 03卧,北洼西里??,2590元/月,1,3室1厅??,7平米??,北,高楼层(共18层),1996年建塔楼,距离6号线慈寿寺站1166米,https://bj.lianjia.com/zufang/BJ0002964130.html
123,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,玉泉路16号院3居室 02卧,玉泉路16号院??,2590元/月,1,3室1厅??,10平米??,北,高楼层(共6层),1995年建板楼,距离1号线玉泉路站956米,https://bj.lianjia.com/zufang/BJ0002995801.html
124,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,世华龙樾3居室 02卧,世华龙樾??,2530元/月,0,3室1厅??,9平米??,北,中楼层(共18层),2013年建板塔结合,距离8号线西小口站223米,https://bj.lianjia.com/zufang/BJ0002982435.html
125,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,清缘东里4居室 03卧,清缘东里??,2990元/月,0,4室1厅??,8平米??,东,高楼层(共13层),2005年建板楼,,https://bj.lianjia.com/zufang/BJ0002985703.html
126,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,菊园3居室 01卧,菊园??,2790元/月,0,3室1厅??,12平米??,东,高楼层(共6层),1995年建板楼,,https://bj.lianjia.com/zufang/BJ0002986346.html
127,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,车道沟10号院2居室 02卧,车道沟10号院??,2960元/月,0,2室1厅??,12平米??,北,中楼层(共5层),1986年建板楼,距离10号线车道沟站979米,https://bj.lianjia.com/zufang/BJ0002988374.html
128,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,中央社会主义学院宿舍3居室 03卧,中央社会主义学院宿舍??,2830元/月,0,3室1厅??,6平米??,西,高楼层(共18层),塔楼,,https://bj.lianjia.com/zufang/BJ0002992192.html
129,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,冠城大通百旺府4居室 01卧,冠城大通百旺府??,2690元/月,0,4室1厅??,19平米??,南,中楼层(共7层),,,https://bj.lianjia.com/zufang/BJ0002987830.html
130,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,莱圳家园3居室 03卧,莱圳家园??,2890元/月,0,3室1厅??,15平米??,北,高楼层(共19层),2007年建板楼,距离8号线西小口站601米,https://bj.lianjia.com/zufang/BJ0002961863.html
131,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,华盛家园4居室 02卧,华盛家园??,2990元/月,0,4室1厅??,11平米??,东,中楼层(共24层),2001年建塔楼,距离10号线牡丹园站883米,https://bj.lianjia.com/zufang/BJ0002963305.html
132,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,燕清源4居室 03卧,燕清源??,2630元/月,0,4室1厅??,8平米??,西,中楼层(共28层),2005年建板塔结合,,https://bj.lianjia.com/zufang/BJ0002982245.html
133,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,上地东里3居室 02卧,上地东里??,2830元/月,1,3室1厅??,10平米??,南,中楼层(共6层),1997年建板楼,,https://bj.lianjia.com/zufang/BJ0002983412.html
134,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,铭科苑3居室 01卧,铭科苑??,2630元/月,0,3室1厅??,9平米??,南,高楼层(共6层),1997年建板楼,,https://bj.lianjia.com/zufang/BJ0002980503.html
135,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,燕尚园4居室 02卧,燕尚园??,2630元/月,0,4室1厅??,14平米??,北,低楼层(共8层),2006年建板楼,,https://bj.lianjia.com/zufang/BJ0002985453.html
136,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,大牛坊3居室 01卧,大牛坊??,2760元/月,0,3室1厅??,11平米??,南,高楼层(共15层),,,https://bj.lianjia.com/zufang/BJ0002923315.html
137,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,水木天成3居室 02卧,水木天成??,2560元/月,0,3室1厅??,10平米??,西,高楼层(共28层),2005年建塔楼,,https://bj.lianjia.com/zufang/BJ0002982935.html
138,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,二里庄小区3居室 03卧,二里庄小区??,2790元/月,0,3室1厅??,7平米??,北,中楼层(共6层),1992年建板楼,,https://bj.lianjia.com/zufang/BJ0002984417.html
139,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,清上园4居室 02卧,清上园??,2530元/月,0,4室1厅??,10平米??,北,高楼层(共9层),2005年建板塔结合,,https://bj.lianjia.com/zufang/BJ0002973524.html
140,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,莱圳家园3居室 03卧,莱圳家园??,2860元/月,0,3室1厅??,10平米??,南,中楼层(共15层),2007年建板楼,距离8号线西小口站1002米,https://bj.lianjia.com/zufang/BJ0002953814.html
141,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,西直门北大街43号院2居室 02卧,西直门北大街43号院??,2890元/月,0,2室1厅??,7平米??,北,高楼层(共6层),1992年建板楼,距离2号线西直门站740米,https://bj.lianjia.com/zufang/BJ0002990895.html
142,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,冠城大通百旺府4居室 05卧,冠城大通百旺府??,2660元/月,0,4室1厅??,16平米??,南,低楼层(共6层),2009年建板楼,,https://bj.lianjia.com/zufang/BJ0003000495.html
143,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,稻香园3居室 03卧,稻香园??,2890元/月,0,3室1厅??,9平米??,北,高楼层(共16层),1992年建板塔结合,距离10号线苏州街站617米,https://bj.lianjia.com/zufang/BJ0003001011.html
144,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,圆明园花园别墅4居室 05卧,圆明园花园别墅??,2830元/月,1,4室1厅??,26平米??,南,中楼层(共6层),1998年建板楼,,https://bj.lianjia.com/zufang/BJ0002920284.html
145,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,六郎庄新村3居室 03卧,六郎庄新村??,2590元/月,0,3室1厅??,12平米??,东,中楼层(共10层),板塔结合,,https://bj.lianjia.com/zufang/BJ0002976787.html
146,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,上地东里3居室 02卧,上地东里??,2990元/月,0,3室1厅??,10平米??,南,中楼层(共6层),1995年建板楼,距离13号线上地站978米,https://bj.lianjia.com/zufang/BJ0002995163.html
147,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,蓟门南里3居室 03卧,蓟门南里??,2890元/月,0,3室1厅??,7平米??,北,低楼层(共6层),1986年建板楼,距离13号线大钟寺站851米,https://bj.lianjia.com/zufang/BJ0002990716.html
148,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,明光北里3居室 03卧,明光北里??,2730元/月,0,3室1厅??,7平米??,北,低楼层(共16层),1992年建塔楼,距离13号线大钟寺站743米,https://bj.lianjia.com/zufang/BJ0002979688.html
149,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,羊坊店居民楼3居室 02卧,羊坊店居民楼??,2990元/月,1,3室1厅??,12平米??,南,中楼层(共5层),1990年建板楼,距离1号线军事博物馆站552米,https://bj.lianjia.com/zufang/BJ0002980148.html
150,https://bj.lianjia.com/zufang/haidian/pg5rp3/,https://bj.lianjia.com/zufang/haidian/pg5rp3/,4,2017-08-24 14:02:13.0,北京,羊坊店居民楼3居室 03卧,羊坊店居民楼??,2790元/月,1,3室1厅??,10平米??,北,中楼层(共5层),1990年建板楼,距离1号线军事博物馆站552米,https://bj.lianjia.com/zufang/BJ0002980149.html
151,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,燕北园3居室 02卧,燕北园??,2890元/月,0,3室1厅??,13平米??,南,高楼层(共6层),1995年建板楼,,https://bj.lianjia.com/zufang/BJ0002995335.html
152,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,美丽西园3居室 01卧,美丽西园??,2830元/月,0,3室1厅??,10平米??,南,高楼层(共9层),1999年建板塔结合,距离6号线海淀五路居站708米,https://bj.lianjia.com/zufang/BJ0002985166.html
153,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,梅园3居室 01卧,梅园??,2890元/月,0,3室1厅??,13平米??,南,中楼层(共6层),1988年建板楼,距离16号线马连洼站699米,https://bj.lianjia.com/zufang/BJ0002986557.html
154,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,肖家河新村西区3居室 01卧,肖家河新村西区??,2890元/月,0,3室1厅??,10平米??,南,高楼层(共11层),,距离16号线农大南路站355米,https://bj.lianjia.com/zufang/BJ0002987143.html
155,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,宝盛里3居室 01卧,宝盛里??,2690元/月,0,3室1厅??,17平米??,南,中楼层(共9层),1998年建板塔结合,,https://bj.lianjia.com/zufang/BJ0002969808.html
156,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,百旺新城2居室 02卧,百旺新城??,2830元/月,0,2室1厅??,9平米??,南,低楼层(共6层),2004年建板楼,距离16号线西北旺站747米,https://bj.lianjia.com/zufang/BJ0002988553.html
157,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,力度家园4居室 03卧,力度家园??,2530元/月,1,4室1厅??,10平米??,西北,中楼层(共21层),2005年建塔楼,,https://bj.lianjia.com/zufang/BJ0002984086.html
158,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,百旺新城3居室 02卧,百旺新城??,2560元/月,0,3室1厅??,13平米??,南,中楼层(共6层),2004年建板楼,距离16号线西北旺站1061米,https://bj.lianjia.com/zufang/BJ0002991119.html
159,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,永泰东里3居室 01卧,永泰东里??,2760元/月,0,3室1厅??,14平米??,西,高楼层(共6层),1998年建板楼,距离8号线永泰庄站682米,https://bj.lianjia.com/zufang/BJ0003001313.html
160,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,交大东路38号院3居室 03卧,交大东路38号院??,2830元/月,0,3室1厅??,8平米??,西,低楼层(共6层),1984年建板楼,,https://bj.lianjia.com/zufang/BJ0002992803.html
161,https://bj.lianjia.com/zufang/haidian/pg6rp3/,https://bj.lianjia.com/zufang/haidian/pg6rp3/,5,2017-08-24 14:02:31.0,北京,志强南园2居室 02卧,志强南园??,2660元/月,0,2室1厅??,0平米??,北,中楼层(共6层),1982年建板楼,距离2号线积水潭站549米,https://bj.lianjia.com/zufang/BJ0002998342.html
